DataZone,InterZone,MMWard,Council,SPConst,CHP,HBCode
S01008111,S02001523,S13002833,S12000045,S16000145,S03000015,S08000021
S01008112,S02001523,S13002833,S12000045,S16000145,S03000015,S08000021
S01008113,S02001523,S13002833,S12000045,S16000145,S03000015,S08000021
S01008114,S02001523,S13002833,S12000045,S16000145,S03000015,S08000021
S01008115,S02001523,S13002833,S12000045,S16000145,S03000015,S08000021
S01008116,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008117,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008118,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008119,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008120,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008121,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008122,S02001524,S13002568,S12000045,S16000145,S03000015,S08000021
S01008123,S02001525,S13002568,S12000045,S16000145,S03000015,S08000021
S01008124,S02001525,S13002568,S12000045,S16000145,S03000015,S08000021
S01008125,S02001525,S13002568,S12000045,S16000145,S03000015,S08000021
S01008126,S02001525,S13002568,S12000045,S16000145,S03000015,S08000021
S01008127,S02001526,S13002568,S12000045,S16000145,S03000015,S08000021
S01008128,S02001526,S13002568,S12000045,S16000145,S03000015,S08000021
S01008129,S02001526,S13002568,S12000045,S16000145,S03000015,S08000021
S01008130,S02001526,S13002568,S12000045,S16000145,S03000015,S08000021
S01008131,S02001527,S13002568,S12000045,S16000145,S03000015,S08000021
S01008132,S02001527,S13002565,S12000045,S16000145,S03000015,S08000021
S01008133,S02001527,S13002565,S12000045,S16000145,S03000015,S08000021
S01008134,S02001527,S13002565,S12000045,S16000145,S03000015,S08000021
S01008135,S02001527,S13002565,S12000045,S16000145,S03000015,S08000021
S01008136,S02001528,S13002568,S12000045,S16000145,S03000015,S08000021
S01008137,S02001528,S13002569,S12000045,S16000145,S03000015,S08000021
S01008138,S02001528,S13002569,S12000045,S16000145,S03000015,S08000021
S01008139,S02001528,S13002569,S12000045,S16000145,S03000015,S08000021
S01008140,S02001528,S13002569,S12000045,S16000145,S03000015,S08000021
S01008141,S02001529,S13002569,S12000045,S16000145,S03000015,S08000021
S01008142,S02001529,S13002569,S12000045,S16000145,S03000015,S08000021
S01008143,S02001529,S13002569,S12000045,S16000145,S03000015,S08000021
S01008144,S02001529,S13002569,S12000045,S16000145,S03000015,S08000021
S01008145,S02001530,S13002569,S12000045,S16000145,S03000015,S08000021
S01008146,S02001530,S13002569,S12000045,S16000145,S03000015,S08000021
S01008147,S02001530,S13002569,S12000045,S16000145,S03000015,S08000021
S01008148,S02001530,S13002569,S12000045,S16000145,S03000015,S08000021
S01008149,S02001531,S13002569,S12000045,S16000145,S03000015,S08000021
S01008150,S02001531,S13002569,S12000045,S16000145,S03000015,S08000021
S01008151,S02001531,S13002569,S12000045,S16000145,S03000015,S08000021
S01008152,S02001531,S13002569,S12000045,S16000145,S03000015,S08000021
S01008153,S02001532,S13002565,S12000045,S16000145,S03000015,S08000021
S01008154,S02001532,S13002565,S12000045,S16000145,S03000015,S08000021
S01008155,S02001532,S13002565,S12000045,S16000145,S03000015,S08000021
S01008156,S02001532,S13002565,S12000045,S16000145,S03000015,S08000021
S01008157,S02001532,S13002565,S12000045,S16000145,S03000015,S08000021
S01008158,S02001533,S13002565,S12000045,S16000145,S03000015,S08000021
S01008159,S02001533,S13002565,S12000045,S16000145,S03000015,S08000021
S01008160,S02001533,S13002565,S12000045,S16000145,S03000015,S08000021
S01008161,S02001533,S13002565,S12000045,S16000145,S03000015,S08000021
S01008162,S02001533,S13002565,S12000045,S16000145,S03000015,S08000021
S01008163,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008164,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008165,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008166,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008167,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008168,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008169,S02001534,S13002571,S12000010,S16000130,S03000031,S08000024
S01008170,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008171,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008172,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008173,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008174,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008175,S02001535,S13002570,S12000010,S16000130,S03000031,S08000024
S01008176,S02001535,S13002571,S12000010,S16000130,S03000031,S08000024
S01008177,S02001536,S13002570,S12000010,S16000130,S03000031,S08000024
S01008178,S02001536,S13002570,S12000010,S16000130,S03000031,S08000024
S01008179,S02001536,S13002570,S12000010,S16000130,S03000031,S08000024
S01008180,S02001536,S13002570,S12000010,S16000130,S03000031,S08000024
S01008181,S02001536,S13002570,S12000010,S16000130,S03000031,S08000024
S01008182,S02001537,S13002570,S12000010,S16000130,S03000031,S08000024
S01008183,S02001537,S13002570,S12000010,S16000130,S03000031,S08000024
S01008184,S02001537,S13002570,S12000010,S16000130,S03000031,S08000024
S01008185,S02001537,S13002570,S12000010,S16000130,S03000031,S08000024
S01008186,S02001537,S13002571,S12000010,S16000130,S03000031,S08000024
S01008187,S02001537,S13002571,S12000010,S16000130,S03000031,S08000024
S01008188,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008189,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008190,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008191,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008192,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008193,S02001538,S13002571,S12000010,S16000130,S03000031,S08000024
S01008194,S02001539,S13002571,S12000010,S16000130,S03000031,S08000024
S01008195,S02001539,S13002571,S12000010,S16000130,S03000031,S08000024
S01008196,S02001539,S13002571,S12000010,S16000130,S03000031,S08000024
S01008197,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008198,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008199,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008200,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008201,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008202,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008203,S02001540,S13002572,S12000010,S16000102,S03000031,S08000024
S01008204,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008205,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008206,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008207,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008208,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008209,S02001541,S13002572,S12000010,S16000102,S03000031,S08000024
S01008210,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008211,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008212,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008213,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008214,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008215,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008216,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008217,S02001542,S13002572,S12000010,S16000102,S03000031,S08000024
S01008218,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008219,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008220,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008221,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008222,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008223,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008224,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008225,S02001543,S13002573,S12000010,S16000102,S03000031,S08000024
S01008226,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008227,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008228,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008229,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008230,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008231,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008232,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008233,S02001544,S13002573,S12000010,S16000102,S03000031,S08000024
S01008234,S02001545,S13002573,S12000010,S16000102,S03000031,S08000024
S01008235,S02001545,S13002573,S12000010,S16000102,S03000031,S08000024
S01008236,S02001545,S13002573,S12000010,S16000102,S03000031,S08000024
S01008237,S02001545,S13002573,S12000010,S16000102,S03000031,S08000024
S01008238,S02001546,S13002573,S12000010,S16000102,S03000031,S08000024
S01008239,S02001546,S13002573,S12000010,S16000102,S03000031,S08000024
S01008240,S02001546,S13002572,S12000010,S16000102,S03000031,S08000024
S01008241,S02001546,S13002572,S12000010,S16000102,S03000031,S08000024
S01008242,S02001546,S13002572,S12000010,S16000102,S03000031,S08000024
S01008243,S02001546,S13002574,S12000010,S16000102,S03000031,S08000024
S01008244,S02001546,S13002574,S12000010,S16000102,S03000031,S08000024
S01008245,S02001547,S13002573,S12000010,S16000102,S03000031,S08000024
S01008246,S02001547,S13002573,S12000010,S16000102,S03000031,S08000024
S01008247,S02001547,S13002575,S12000010,S16000102,S03000031,S08000024
S01008248,S02001547,S13002575,S12000010,S16000102,S03000031,S08000024
S01008249,S02001547,S13002575,S12000010,S16000102,S03000031,S08000024
S01008250,S02001547,S13002575,S12000010,S16000102,S03000031,S08000024
S01008251,S02001548,S13002575,S12000010,S16000102,S03000031,S08000024
S01008252,S02001548,S13002575,S12000010,S16000102,S03000031,S08000024
S01008253,S02001548,S13002575,S12000010,S16000102,S03000031,S08000024
S01008254,S02001548,S13002575,S12000010,S16000102,S03000031,S08000024
S01008255,S02001548,S13002575,S12000010,S16000102,S03000031,S08000024
S01008256,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008257,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008258,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008259,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008260,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008261,S02001549,S13002575,S12000010,S16000102,S03000031,S08000024
S01008262,S02001550,S13002575,S12000010,S16000102,S03000031,S08000024
S01008263,S02001550,S13002574,S12000010,S16000102,S03000031,S08000024
S01008264,S02001550,S13002574,S12000010,S16000102,S03000031,S08000024
S01008265,S02001550,S13002574,S12000010,S16000102,S03000031,S08000024
S01008266,S02001550,S13002574,S12000010,S16000102,S03000031,S08000024
S01008267,S02001550,S13002574,S12000010,S16000102,S03000031,S08000024
S01008268,S02001551,S13002574,S12000010,S16000102,S03000031,S08000024
S01008269,S02001551,S13002574,S12000010,S16000102,S03000031,S08000024
S01008270,S02001551,S13002574,S12000010,S16000102,S03000031,S08000024
S01008271,S02001551,S13002574,S12000010,S16000102,S03000031,S08000024
S01008272,S02001552,S13002574,S12000010,S16000102,S03000031,S08000024
S01008273,S02001552,S13002574,S12000010,S16000102,S03000031,S08000024
S01008274,S02001552,S13002574,S12000010,S16000102,S03000031,S08000024
S01008275,S02001552,S13002574,S12000010,S16000102,S03000031,S08000024
S01008276,S02001552,S13002574,S12000010,S16000102,S03000031,S08000024
S01008277,S02001553,S13002574,S12000010,S16000102,S03000031,S08000024
S01008278,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008279,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008280,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008281,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008282,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008283,S02001553,S13002576,S12000010,S16000102,S03000031,S08000024
S01008284,S02001554,S13002576,S12000010,S16000102,S03000031,S08000024
S01008285,S02001554,S13002576,S12000010,S16000102,S03000031,S08000024
S01008286,S02001554,S13002576,S12000010,S16000102,S03000031,S08000024
S01008287,S02001554,S13002576,S12000010,S16000102,S03000031,S08000024
S01008288,S02001554,S13002576,S12000010,S16000102,S03000031,S08000024
S01008289,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008290,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008291,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008292,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008293,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008294,S02001555,S13002576,S12000010,S16000102,S03000031,S08000024
S01008295,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008296,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008297,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008298,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008299,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008300,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008301,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008302,S02001556,S13002577,S12000011,S16000140,S03000017,S08000021
S01008303,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008304,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008305,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008306,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008307,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008308,S02001557,S13002578,S12000011,S16000140,S03000017,S08000021
S01008309,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008310,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008311,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008312,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008313,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008314,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008315,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008316,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008317,S02001558,S13002578,S12000011,S16000140,S03000017,S08000021
S01008318,S02001559,S13002578,S12000011,S16000140,S03000017,S08000021
S01008319,S02001559,S13002578,S12000011,S16000140,S03000017,S08000021
S01008320,S02001559,S13002578,S12000011,S16000140,S03000017,S08000021
S01008321,S02001559,S13002578,S12000011,S16000140,S03000017,S08000021
S01008322,S02001559,S13002578,S12000011,S16000140,S03000017,S08000021
S01008323,S02001560,S13002578,S12000011,S16000140,S03000017,S08000021
S01008324,S02001560,S13002578,S12000011,S16000140,S03000017,S08000021
S01008325,S02001560,S13002578,S12000011,S16000140,S03000017,S08000021
S01008326,S02001560,S13002578,S12000011,S16000140,S03000017,S08000021
S01008327,S02001560,S13002578,S12000011,S16000140,S03000017,S08000021
S01008328,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008329,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008330,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008331,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008332,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008333,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008334,S02001561,S13002577,S12000011,S16000103,S03000017,S08000021
S01008335,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008336,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008337,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008338,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008339,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008340,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008341,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008342,S02001562,S13002577,S12000011,S16000103,S03000017,S08000021
S01008343,S02001563,S13002581,S12000011,S16000103,S03000017,S08000021
S01008344,S02001563,S13002581,S12000011,S16000103,S03000017,S08000021
S01008345,S02001563,S13002581,S12000011,S16000103,S03000017,S08000021
